"Customer ID","Gender","Age","Country","Membership Reward Status","Neighborhood Type","Income Bracket","Sign-Up Bonus","Membership in Months","ID of Favorite Product","Total Spend","Promotion Purchase Count","Promotion Purchase Indicator"
84573,"F",57,"DK","Bronze","E","10",1,NA,"a12ff267a8",50,0,0
87750,"M",45,"DK","None","F","6",1,4,"2185c15e78",0.01,0,0
89796,"F",75,"DK","Bronze","B","11",1,NA,"e3168ede40",3052.66,1,1
91588,"F",37,"FI","None","E","8",1,5,"1bc08e125d",0.01,1,1
93564,"M",61,"DE","Bronze","E","13",1,NA,"3144bdfabf",3000,0,0
95036,"F",61,NA,"Bronze","B","12",1,NA,"efc4efa6fa",1020,0,0
95982,"F",39,"FI","None","A","19",1,NA,"6ea4efb341",0.01,3,1
97802,"M",55,"DK","Bronze",NA,"7",1,NA,"fae9a06f00",2000,0,0
102385,"M",57,"NO","Gold","B","8",1,9,"423a433295",9000,0,0
103225,"F",18,"SE","Gold","C","13",1,NA,"89a9cd8e94",6000,0,0
108413,"M",56,"FI","Bronze","A","5",1,NA,"65d674a9ed",3000,0,0
109819,"F",50,"FI","Gold","D","9",1,4,"87cef08bbd",20000,0,0
113743,"F",54,"FI","Bronze","F",".",1,2,"58f8415e05",2000,0,0
117498,"M",67,"FI","Silver","B","11",1,8,"1a281681d9",22000,0,0
118397,"F",78,"DK","Bronze","E","7",1,NA,"609f940cd8",2000,0,0
121312,"F",61,"DK","None","C","5",1,5,"9635ac95a3",0.01,0,0
121495,"M",45,"SE","Bronze","B","5",1,11,"605aad13d5",600,0,0
124710,"F",66,"SE","Bronze","A","11",1,NA,"421f5861f3",2000,0,0
126098,"M",51,"FI","Gold","C","2",1,5,"d57563e796",10000,0,0
126586,"F",-1,"DK","Gold","C","3",1,NA,"0a6fff52ca",15000,0,0
127892,"M",60,"FI","Bronze","B","10",1,9,"f483340a3a",1020,0,0
129283,"M",48,"DK","Bronze","C","9",1,NA,"3cc03f2c33",3000,0,0
129410,"F",53,"SE","Bronze","C","8",1,1,"691ae28468",100,0,0
134872,"M",72,"DK","Gold","E","10",1,NA,"2a3ded0c4f",12000,1,1
140597,"F",68,"SE","None","E","9",1,NA,"76ef46fb77",0.01,0,0
144649,"F",47,"NO","None","A","8",1,NA,"c0727f9380",0.01,0,0
145157,"F",39,"SE","Bronze","E","11",1,1,"e39ae70c84",2800,1,1
146730,"F",72,"SE","None","A","12",1,8,"15320589ef",0.01,0,0
148415,"M",67,"SE","Gold","E","10",1,NA,"bd9f809bb7",6000,0,0
148849,"F",60,"SE","None","C","9",1,NA,"6b22fd2ff9",0.01,0,0
151432,"M",-1,"FI","Gold","D","6",1,NA,"623f586097",9000,0,0
154040,"M",52,"FI","None","F","11",1,9,"fec6b69b57",0.01,0,0
156515,"F",55,"DK","None","D","7",1,8,"a7dad7fc1c",0.01,0,0
158216,"M",65,"SE","Gold",NA,"14",1,6,"f120979dd3",6053.35,0,0
159522,"M",41,"SE","None","B","13",1,NA,"98dd0bfc48",0.01,1,1
162485,"F",34,"DK","Bronze","D","16",1,NA,"50b16de43d",3000,2,1
165808,"F",40,"FI","Bronze","D","6",1,NA,"03212bac75",1500,1,1
168394,"F",35,"SE","None","F","9",1,4,"d2bf3478d4",0.01,1,1
170127,"M",50,"FI","Bronze","B","7",1,NA,"76221e2fcc",5000,0,0
181498,"M",62,"FI","Bronze","A","6",1,NA,"532aec8e1f",3000,0,0
191396,"M",-1,"FI","None","F","7",1,NA,"12ebf31838",0.01,0,0
192791,"M",60,"DK","Gold","C","9",1,5,"a849c85713",8100,0,0
197440,"F",49,"FI","Gold","B","8",1,NA,"f0e0e5a326",7600,0,0
202878,"M",57,"DK","Bronze","F","6",1,8,"e20535f9ba",2000,0,0
203289,"M",52,"DK","Silver","F","7",1,6,"050eed116c",23053.35,0,0
206032,"M",75,"NO","Gold","F","6",1,17,"74a227a9d4",10000,0,0
209732,"M",55,"DK","Gold","E","15",1,6,"07b6509c12",10000,0,0
213241,"F",57,NA,"Gold","F","5",1,1,"4c4071c509",12000,0,0
215554,"F",52,"FI","Bronze","C","8",1,NA,"97ae00c3c8",2500,1,1
217158,"F",74,"DK","Gold","A","12",1,NA,"70c79d4054",6000,0,0
223182,"F",79,"SE","Bronze","D","9",1,5,"0c01142240",5000,0,0
234540,"M",48,"FI","Bronze","D","6",1,NA,"592eadf80d",420,0,0
239844,"M",60,"SE","None","E","11",1,8,"641afe0145",0.01,0,0
243051,"F",38,"FI","Bronze","F","3",1,9,"8d0f40b3ab",50,1,1
248258,"F",58,"FI","Bronze","B","9",1,NA,"6734acfba3",5000,0,0
249335,"M",52,"DK","Bronze","D","4",1,NA,"1c3cdee35e",1800,0,0
252646,"F",45,"FI","Bronze","F","3",1,NA,"b35632021d",100.01,0,0
253839,"F",42,"FI","Bronze","F","9",1,4,"a8b68468f7",2000,0,0
256366,"M",40,"DK","Bronze","F","10",1,10,"a422a10626",50,0,0
259802,"M",55,"DK","Gold","D","5",1,NA,"cb0b63c21e",10100,0,0
262684,"M",77,"DK","Gold","C","8",1,3,"002dbe94fc",6000,0,0
263419,"F",27,"SE","None","C","11",1,NA,"ac76c93600",0.01,2,1
267236,"F",60,"FI","None","E","4",1,8,"7f1a3c1373",0.01,0,0
270962,"M",58,"SE","Bronze","A","7",1,NA,"ea59f6c237",2500,0,0
271101,"M",54,"DK","None","B","7",1,NA,"37c32fc167",0.01,0,0
274623,"M",42,"FI","None","D","7",1,4,"c6f98d1fad",0.01,0,0
275700,"F",36,NA,"Bronze","F","10",1,NA,"64b142adba",1000,1,1
276871,"F",-1,"SE","Gold","E","6",1,NA,"ada6dd0a62",5500,1,1
277010,"F",57,"SE","None","D","4",1,5,"82b66a0f43",0.01,0,0
278661,"F",72,"DK","Gold","C","10",1,NA,"c951073579",11105.32,0,0
280895,"F",-1,"DK","None","C","10",1,NA,"c4be3fe85a",0.01,1,1
282057,"F",37,"FI","None","F","7",1,NA,"42bbf2aaa5",0.01,0,0
285846,"F",76,"DK","Bronze","F","9",1,8,"41710a1acb",2000,1,1
287628,"F",45,"FI","None","D","6",1,5,"bc7c7267eb",0.01,0,0
288748,"F",-1,"SE","Gold","C","14",1,8,"9fb07aa9e9",10000,0,0
290890,"M",51,"SE","Bronze","F",".",1,NA,"7842361939",0.02,0,0
293083,"M",61,"SE","Bronze","B","15",1,NA,"65d674a9ed",500,0,0
293555,"F",61,"NO","Bronze","B","12",1,NA,"b0a73c9bf4",4000,0,0
295620,"M",47,"DK","None",NA,"9",1,5,"2729ef1a29",0.01,0,0
297194,"M",52,"DK","None","F","8",1,8,"a80f0f9169",0.01,0,0
300845,"M",40,"DK","Bronze","E","8",1,1,"9e917ea60f",1000,0,0
301175,"F",56,"DK","None","D","5",1,NA,"640d67981b",0.01,0,0
301981,"F",51,"FI","Gold","F","8",1,8,"4a25565d64",9000.01,0,0
310786,"F",50,"SE","Gold","C","9",1,2,"afd74fd88b",12000,0,0
312169,"M",46,"FI","None","E","4",1,5,"5a6735b0de",0.01,0,0
312762,"F",41,"SE","Bronze","B","8",1,NA,"534d698e31",1675,1,1
315559,"M",60,"SE","Bronze","B","8",1,NA,"ecd13420de",100.01,0,0
315788,"F",70,"SE","Bronze","B","10",1,NA,"0b289b97a8",2250,0,0
316350,"F",50,"SE","None","D","9",1,NA,"5b79c674e7",0.01,1,1
317640,"F",37,"DK","None","F","15",1,NA,"28141588a9",0.01,1,1
317950,"F",74,"SE","Bronze","C","9",1,5,"a0eaa9c30b",3000,0,0
318922,"M",61,"DE","Bronze","E","8",1,6,"fc62a89879",1200,1,1
323039,"M",49,"FI","Bronze","A","8",1,3,"a9eaec2c13",4000,0,0
324469,"F",-1,"SE","None","D","7",1,8,"aa1a7c736c",0.01,0,0
331341,"M",53,"NO","Gold","B","9",1,NA,"197a3be740",6000,0,0
332658,"F",-1,"DK","None","D","4",1,NA,"151a221809",0.01,0,0
335606,"M",59,"NO","Bronze","E",".",1,NA,"50668f0490",2500,0,0
340146,"M",63,"FI","None","B","7",1,5,"c13655ae95",0.01,0,0
342033,"F",51,"FI","Bronze","D","7",1,10,"f4da373aca",3026.67,0,0
343102,"F",62,"FI","Silver","D","5",1,7,"b25a75cb8c",56053.35,0,0
345474,"F",46,"SE","Bronze","C","3",1,10,"ace438d5f8",0.1,0,0
345865,"M",39,"FI","Gold","E","10",1,2,"13e916b3e9",7500,1,1
346225,"M",53,"SE","Bronze","E","6",1,6,"5117d5b0a3",3000,1,1
346403,"M",-1,"DK","None","D","10",1,5,"03b158dfb7",0.01,0,0
347086,"F",48,"SE","Bronze","C","7",1,4,"c01f179e4b",5000,0,0
347531,"F",62,"SE","Gold","B","7",1,NA,"a89765a6de",12808.95,0,0
349291,"M",26,"SE","Bronze","B","9",1,NA,"9aedff5eab",4000,0,0
349739,"F",-1,"FI","Bronze","E","7",1,5,"b006218d07",2500,0,0
351482,"F",43,"DE","Gold","E","6",1,2,"1c109d9978",6000,0,0
356425,"F",78,"DK","Gold","E","7",1,NA,"ea7276c721",6000,0,0
356719,"F",67,"DK","Gold","C","3",1,3,"a87081ba03",12049.25,0,0
357898,"F",45,"FI","None","D","2",1,NA,"aea4299cfd",0.01,0,0
358649,"M",60,"NO","None","D","10",1,5,"20be8545ba",0.01,0,0
359955,"F",68,"SE","Gold","E","13",1,NA,"a740cd21ac",7500,0,0
361283,"M",74,"SE","Silver","A","14",1,NA,"0077cb351d",20245.89,0,0
362468,"M",53,"DK","None","D","5",1,NA,"f4acd3e880",0.01,0,0
369225,"M",51,"NO","Bronze","C","5",1,NA,"0caae79df5",420,0,0
369780,"F",-1,"SE","Silver","A","9",1,1,"15448fbd54",25000,0,0
370398,"F",51,"SE","Bronze","F","6",1,1,"d4cf97b23b",200,0,0
370622,"M",51,"SE","Bronze","A","5",1,NA,"e51c5ee611",200,0,0
371475,"M",36,"SE","None","C","11",1,NA,"b29be819a5",0.01,0,0
374644,"F",63,"DK","Gold","F","8",1,NA,"90b896cbae",6000,0,0
375330,"F",69,"SE","Bronze","C","8",1,NA,"4841445456",500,0,0
376078,"F",40,"DK","None","D","11",1,5,"0184ecbce3",0.01,1,1
380113,"F",46,"DK","Bronze","E","4",1,11,"582730a0f4",2165.75,0,0
393347,"M",46,"SE","None","D",".",1,8,"d93903f404",0.01,0,0
396192,"F",46,"SE","Bronze","A","8",1,11,"857faa66fa",2245,1,1
397407,"F",38,"FI","None","D","9",1,NA,"58f8ec5450",0.01,1,1
397660,"M",67,"FI","Gold","F","4",1,NA,"d7a42b6f89",11000,0,0
400297,"M",73,"FI","Silver","F","11",1,4,"a842411603",26000,0,0
403768,"F",53,"NO","Gold","B","5",1,8,"a4c6b42ec0",9000,0,0
407364,"F",55,"DK","Bronze","E","6",1,NA,"8f3e4f8172",5000,1,1
408964,"F",54,"SE","Bronze","A","9",1,8,"626eb2d41f",3000,0,0
414832,"M",45,"SE","None","F","6",1,NA,"38980b206f",0.01,0,0
418943,"M",39,NA,"None","C","10",1,NA,"3144bdfabf",0.01,1,1
421979,"F",58,"FI","Bronze","E","5",1,NA,"21aeb3478c",420,0,0
423211,"F",33,"FI","None","D","8",1,NA,"2c20676032",0.01,1,1
434671,"M",35,"SE","None","D","11",1,NA,"f8df928029",0.01,1,1
435961,"M",71,"FI","Gold","A","4",1,NA,"216ea42728",6000,0,0
439088,"M",55,"NO","None","B","10",1,4,"58fac55045",0.01,0,0
442542,"M",57,"DE","Bronze","D",".",1,NA,"682f46ec0e",480,0,0
454702,"M",53,"SE","Gold","B","13",1,NA,"91d6e8498d",6871.12,0,0
462705,"F",58,"SE","Bronze","E","9",1,19,"e821626fe7",1500,0,0
467812,"M",43,"FI","None","C","13",1,NA,"515762df41",0.01,0,0
473596,"F",47,"SE","None","D","8",1,5,"1f9df273e0",0.01,0,0
479403,"M",74,"SE","Gold","C","4",1,NA,"b2ee131fc9",6000,0,0
481572,"M",49,"FI","Bronze","E","10",1,1,"9dfc9177fe",5000,0,0
486701,"F",58,"SE","Bronze","D","9",1,NA,"d775f3fed5",3000,0,0
492566,"F",56,"DK","None","D","8",1,8,"1b6b4d0ee3",0.01,0,0
498300,"F",47,"SE","Gold","B","5",1,1,"a584937f12",6000,0,0
500100,"F",30,"DK","Bronze","F","14",1,1,"8404f39cac",100,1,1
502316,"F",68,"SE","Silver","D","3",1,NA,"f13914bf19",50000,1,1
503053,"F",45,"FI","Bronze","D","8",1,NA,"0956d0d6db",1000,0,0
518069,"F",71,"SE","Gold","A","7",1,NA,"23da8c69f7",12000,0,0
523259,"F",65,"SE","Gold","D","10",1,NA,"14edcc70da",9053.35,0,0
528102,"F",74,"SE","Gold","C","10",1,NA,"a496a44c04",19000,0,0
530042,"F",43,"FI","None","D","10",1,NA,"69249fb1fd",0.01,1,1
532479,"F",44,"DE","Bronze","E","11",1,NA,"ef1aca0a6b",500,0,0
543004,"M",65,"SE","Bronze","F","9",1,5,"fc57f0959c",3000,0,0
543683,"M",46,"SE","Gold","D","7",1,NA,"6f9aed1320",17409.76,0,0
553115,"F",29,"DK","Bronze","F","8",1,12,"f44ee0a7c1",2000,0,0
580287,"F",53,"DK","None","C","7",1,NA,"6ce1858a7e",0.01,1,1
588784,"M",64,"DK","Bronze","E","9",1,12,"fbc09a0113",1000,0,0
595233,"M",49,"SE","Bronze","D","10",1,NA,"d34fef5547",3000,1,1
598453,"F",59,"SE","Gold","F","17",1,NA,"856b5cb11c",12000,2,1
600504,"F",37,"FI","None","F","8",1,5,"d128ec6cc8",0.01,0,0
601969,"M",60,"SE","Gold","B","5",1,2,"69fb87f924",10000,0,0
602906,"M",64,"FI","None","F","10",1,NA,"b8afc57f5b",0.01,0,0
604011,"F",-1,"FI","Bronze","C","3",1,NA,"af3c491d21",5000,0,0
606316,"F",51,"SE","Bronze","C","15",1,NA,"b2673d87b8",3000,1,1
607118,"F",47,"DK","None",NA,"8",1,NA,"afd74fd88b",0.01,0,0
607444,"F",51,"DK","Bronze","B","18",1,NA,"16b1bef306",3000,0,0
608378,"F",58,"NO","Bronze","D","5",1,11,"a344720325",3050,0,0
610283,"M",46,"SE","None","A","9",1,NA,"1c266703e8",0.01,0,0
611662,"M",48,"SE","None","D","5",1,NA,"30a8be6865",0.01,0,0
618284,"F",-1,"DK","Bronze","E","15",1,NA,"a15c7eeb9c",0.02,2,1
621358,"F",61,"DK","Gold","C","4",1,NA,"ae560e63a2",6000,0,0
630888,"F",38,"DK","None","C","9",1,5,"47e07b45c5",0.01,1,1
633380,"M",68,"SE","Gold","E","7",1,6,"13a65cd282",15000.01,0,0
633542,"F",76,"DK","Gold","F","12",1,NA,"ef9a506668",6000,0,0
641022,"F",56,"FI","None","D","4",1,8,"3f44b7c14b",0.01,0,0
642568,"M",73,"FI","Bronze","A","8",1,NA,"a61dcbdf5f",360,1,1
649007,"F",37,"DK","None","D","8",1,NA,"67d50564e6",0.01,1,1
653500,"F",32,"DK","Bronze","C",".",1,1,"75552ea47a",2500,1,1
663603,"F",74,"SE","Bronze","A","11",1,NA,"325cd9ec97",3350,0,0
666238,"M",65,"FI","Gold","D","9",1,NA,"56e9dc2527",6107.64,0,0
667692,"F",60,"DK","Bronze","E","5",1,2,"ea61af3048",5000,0,0
669067,"F",35,"NO","Bronze","D","10",1,4,"c856e583b5",1500,0,0
672785,"F",46,"NO","Gold","C","6",1,NA,"93f0478729",6544.99,0,0
674885,"F",46,"SE","Gold","E","3",1,5,"3ff12c1fbc",6000,0,0
682144,"F",70,"SE","Silver","E","5",1,0,"de31a444e7",21684.94,0,0
691178,"M",37,"DK","Gold",NA,"9",1,NA,"3a97ff6507",10000,1,1
693847,"M",46,"SE","Gold","B","4",1,NA,"13218f6add",6000,0,0
708569,"M",68,"NO","Bronze","E","3",1,NA,"5051b14f0c",4000,0,0
711616,"M",-1,"DK","Silver","B","10",1,4,"22200eb4d9",50000,0,0
714054,"M",-1,"DK","Bronze","D","11",1,5,"970c928243",5000,0,0
723185,"F",49,"SE","Bronze","E","12",1,NA,"36b813db42",3000,0,0
734446,"F",63,"DK","Bronze","E","4",1,NA,"a3cb2550bd",3026.67,0,0
741779,"M",62,"DK","Bronze","B","4",1,5,"3d54979f1e",5000,0,0
742880,"F",-1,"SE","Gold","E","5",1,NA,"fa62cd85e5",10000,1,1
745421,"M",62,"DK","Bronze","D","5",1,8,"0c3ae1959d",0.02,0,0
749044,"M",74,"FI","Gold","C","5",1,1,"c3259a38cd",6000,0,0
750840,"F",52,"SE","None",NA,"5",1,5,"d139c77c64",0.01,0,0
755931,"F",42,"FI","None","B",".",1,NA,"bc57692b2a",0.01,0,0
760641,"M",74,"DK","Gold","D","8",1,NA,"6594781809",6000,1,1
764876,"F",43,"SE","None","D","7",1,NA,"4cb75f089b",0.01,0,0
770264,"F",64,"SE","Gold","C","8",1,2,"fd68031304",12000,0,0
775258,"F",31,"FI","Bronze","E","12",1,NA,"2b4ef55d99",1100,0,0
778176,"F",41,"FI","Bronze","D","11",1,NA,"b3c2c3693d",1000,0,0
779199,"F",45,"DK","None","F","9",1,NA,"bfd39c74e6",0.01,0,0
794872,"M",67,"SE","Gold","C","8",1,2,"1e1140c7ba",10000.01,0,0
795267,"F",-1,"SE","Bronze","A","17",1,NA,"f5c37e4fe0",1000,2,1
796026,"F",40,"SE","None","C","9",1,5,"d44df79542",0.01,0,0
802069,"F",70,"SE","Gold","B","7",1,NA,"4fa718d9e2",12000,0,0
804061,"F",-1,"SE","Bronze","C","20",1,NA,"396e849ba5",480,2,1
806994,"M",56,"DK","None","F","6",1,5,"613ce24aa2",0.01,0,0
807877,"F",-1,"SE","Gold","B",".",1,1,"ab05211ca1",8053.35,0,0
811831,"M",32,"FI","None","F","15",1,NA,"65e3fa6818",0.01,3,1
819301,"M",51,"DK","Bronze",NA,"10",1,NA,"f897c0fa1f",1000,0,0
823066,"M",65,"SE","Bronze","B","8",1,7,"3a96ae507a",50,0,0
823961,"F",52,"DK","Gold","F","8",1,2,"7834b8c85d",6000,0,0
826758,"F",-1,"NO","Gold","C","8",1,2,"2fa67f9c36",6000,1,1
827614,"F",38,"SE","None","E","6",1,9,"7e7a7f2672",0.01,1,1
830380,"F",43,"SE","Bronze","D","8",1,10,"d0db23ae5a",50,0,0
835404,"M",37,"FI","None","E","7",1,5,"5e268212e2",0.01,0,0
836222,"M",42,"NO","None","C","7",1,5,"0e2c9c6324",0.01,0,0
841013,"M",22,"DK","Gold","A","4",1,3,"57514be674",6000,0,0
842486,"M",31,"DK","None","E","8",1,NA,"85d65a48e8",0.01,0,0
848085,"F",33,"FI","Bronze","B","15",1,NA,"e50af14a02",0.02,2,1
851396,"M",-1,"SE","Bronze","F","9",1,NA,"f05f4aab10",600,0,0
853291,"M",31,"DK","Bronze","F","8",1,NA,"ae4daee880",5000,0,0
856916,"M",54,"NO","Gold","D","8",1,8,"dd5034f695",12000,0,0
861820,"F",54,"SE","Bronze","C","5",1,NA,"235f8a02c4",1000,0,0
870307,"M",53,"FI","Gold","B","9",1,3,"ac317aa3cc",6000,0,0
871095,"F",37,"FI","None","F","16",1,5,"fb7ed4f4d3",0.01,2,1
875694,"M",63,"DE","Gold","D","8",1,2,"38287c1ca2",6000,0,0
876623,"M",33,"FI","None",NA,"3",1,NA,"b78ac345be",0.01,0,0
878812,"F",65,"SE","None","B","7",1,NA,"73aa34f142",0.01,0,0
889199,"F",39,"DK","Bronze","E","14",1,10,"e08d2420fe",50,1,1
897485,"F",42,"NO","Gold","F","9",1,2,"ea3f464186",6000,1,1
899186,"M",67,"FI","Bronze","E","6",1,NA,"b3f46729ca",3000,0,0
903191,"F",43,"DK","None","F","11",1,NA,"35b2460d7f",0.01,1,1
908584,"M",-1,"FI","Gold","C","9",1,6,"41d36875b8",6000,0,0
909459,"F",50,"SE","Bronze","C","8",1,NA,"bbc26ca668",0.02,0,0
910007,"M",70,"DK","Gold","B","5",1,5,"559e80109b",12000,0,0
918237,"F",58,"DK","None","D","13",1,8,"d5107f0a10",0.01,0,0
919551,"F",50,NA,"None",NA,"13",1,NA,"8da5500b25",0.01,1,1
922366,"F",78,"DK","Bronze",NA,"7",1,NA,"f8f054c130",1250,0,0
929506,"M",79,"DK","Gold","B","5",1,8,"eaad8a7ea4",6000,0,0
935530,"F",68,"SE","Bronze","A","8",1,8,"42641c0ba2",800,1,1
943517,"F",48,"SE","Bronze","A","9",1,NA,"cd329c4bc4",600,0,0
946311,"M",-1,"SE","Bronze","C","9",1,3,"6c11f2329a",3000,0,0
950033,"M",35,"DE","Bronze","F","12",1,NA,"432b1b747f",1500,0,0
951897,"F",38,"DK","None","D","9",1,4,"754bc61780",0.01,1,1
952729,"M",42,"FI","Gold","C","11",1,NA,"ee46d8238f",6041.13,0,0
956155,"M",50,"FI","Bronze","C","14",1,4,"cabb9afbf2",420.01,0,0
956635,"M",63,"FI","None","C","4",1,5,"c602ccdb8a",0.01,1,1
963194,"F",75,"SE","Gold","C","9",1,NA,"d2352311c4",6000,0,0
966932,"F",50,"SE","Bronze","D","8",1,NA,"c6df9ff55b",50,0,0
985295,"F",58,"SE","None","D","2",1,NA,"d7a36f14bc",0.01,0,0
994332,"F",66,"DK","Bronze",NA,"8",1,NA,"170cf54f3e",500,0,0
997684,"F",54,"SE","Bronze","F","6",1,11,"520fdbf109",50,0,0
1002422,"F",54,"FI","None","D","7",1,5,"ebe28f5ef0",0.01,0,0
1003402,"F",38,"SE","None","F","18",1,NA,"a7d7aa9e3a",0.01,1,1
1004301,"M",-1,"DK","Gold","F","6",1,2,"1ce555365a",6000,0,0
1008129,"M",55,"SE","Bronze","C","8",1,NA,"a7dad7fc1c",1000,0,0
1009060,"M",52,"NO","None","E","8",1,4,"75c854cac6",0.01,0,0
1009931,"F",59,"DK","Bronze","D","11",1,NA,"e99d3ab5e1",1500,0,0
1011243,"M",63,"DE","Bronze","F","6",1,2,"1759031ced",1000,1,1
1011669,"M",47,"FI","None","E","15",1,NA,"19e2b69f0a",0.01,0,0
1012509,"F",44,"SE","None","F","6",1,NA,"08097c63f3",0.01,0,0
1013394,"F",39,"SE","None","A","7",1,7,"c67f49493e",0.01,0,0
1018361,"M",72,"DK","Gold","A","5",1,NA,"24a8a5aed2",6000,0,0
1022334,"M",38,"DK","None","F","8",1,NA,"e6a7a30d93",0.01,0,0
1024248,"F",72,"SE","None","D","13",1,8,"23d22d1368",0.01,0,0
1029592,"M",-1,"SE","None","D","11",1,4,"faaec730da",0.01,1,1
1030302,"M",76,"NO","Bronze","F","6",1,NA,"e3d6a98c93",3000,0,0
1036084,"M",50,"FI","Bronze","D","11",1,NA,"06c4364fc4",3000,0,0
1040227,"F",66,"DK","Gold","C","7",1,NA,"2b56005df4",9000,0,0
1040944,"M",51,"SE","None","E","6",1,5,"73f7f562bf",0.01,0,0
